10,2170
50010,18326
100010,32564
150010,43721
200010,57996
250010,67618
300010,81962
350010,93411
400010,106609
450010,119810
500010,94910
550010,3186
600010,3456
650010,3656
700010,3912
750010,4211
800010,4501
850010,4792
900010,5034
950010,5244
